row_mod,text,conll_03,text,xlmr_output,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,lingering = not fixed by CoNLL++ or ReCoNLL,
9,Korean,B-MISC,Korean,B-MISC,SPORTS,HYBRID,Yes,,,,,,,,
10,defence,O,defence,O,SPORTS,HYBRID,Yes,,,,,,,,
11,to,O,to,O,SPORTS,HYBRID,Yes,,,,,,,,
12,beat,O,beat,O,SPORTS,HYBRID,Yes,,,,,,,,
13,the,O,the,O,SPORTS,HYBRID,Yes,,,,,,,,
14,keeper,O,keeper,O,SPORTS,HYBRID,Yes,,,,,,,,
15,with,O,with,O,SPORTS,HYBRID,Yes,,,,,,,,
16,a,O,a,O,SPORTS,HYBRID,Yes,,,,,,,,
17,low,O,low,O,SPORTS,HYBRID,Yes,,,,,,,,
18,shot,O,shot,O,SPORTS,HYBRID,Yes,,,,,,,,
19,.,O,.,O,SPORTS,HYBRID,Yes,,,,,,,,
20,,,,,SPORTS,HYBRID,Yes,,,,,,,,
21,Indonesian,B-MISC,Indonesian,B-MISC,SPORTS,HYBRID,Yes,,,,,,,,
22,keeper,O,keeper,O,SPORTS,HYBRID,Yes,,,,,,,,
23,Hendro,B-PER,Hendro,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
24,Kartiko,I-PER,Kartiko,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
25,produced,O,produced,O,SPORTS,HYBRID,Yes,,,,,,,,
26,a,O,a,O,SPORTS,HYBRID,Yes,,,,,,,,
27,string,O,string,O,SPORTS,HYBRID,Yes,,,,,,,,
28,of,O,of,O,SPORTS,HYBRID,Yes,,,,,,,,
29,fine,O,fine,O,SPORTS,HYBRID,Yes,,,,,,,,
30,saves,O,saves,O,SPORTS,HYBRID,Yes,,,,,,,,
31,to,O,to,O,SPORTS,HYBRID,Yes,,,,,,,,
32,prevent,O,prevent,O,SPORTS,HYBRID,Yes,,,,,,,,
33,the,O,the,O,SPORTS,HYBRID,Yes,,,,,,,,
34,Koreans,B-MISC,Koreans,B-MISC,SPORTS,HYBRID,Yes,,,,,,,,
35,increasing,O,increasing,O,SPORTS,HYBRID,Yes,,,,,,,,
36,their,O,their,O,SPORTS,HYBRID,Yes,,,,,,,,
37,lead,O,lead,O,SPORTS,HYBRID,Yes,,,,,,,,
38,.,O,.,O,SPORTS,HYBRID,Yes,,,,,,,,
39,,,,,SPORTS,HYBRID,Yes,,,,,,,,
40,Teams,O,Teams,O,SPORTS,HYBRID,Yes,,,,,,,,
41,:,O,:,O,SPORTS,HYBRID,Yes,,,,,,,,
42,,,,,SPORTS,HYBRID,Yes,,,,,,,,
43,Indonesia,B-LOC,Indonesia,B-LOC,SPORTS,HYBRID,Yes,,,,,,,,
44,:,O,:,O,SPORTS,HYBRID,Yes,,,,,,,,
45,20,O,20,O,SPORTS,HYBRID,Yes,,,,,,,,
46,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
47,Hendro,B-PER,Hendro,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
48,Kartiko,I-PER,Kartiko,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
49,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
50,2,O,2,O,SPORTS,HYBRID,Yes,,,,,,,,
51,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
52,Agung,B-PER,Agung,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
53,Setyabudi,I-PER,Setyabudi,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
54,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
55,3,O,3,O,SPORTS,HYBRID,Yes,,,,,,,,
56,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
57,Suwandi,B-PER,Suwandi,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
58,Siswoyo,I-PER,Siswoyo,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
59,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
60,4,O,4,O,SPORTS,HYBRID,Yes,,,,,,,,
61,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
62,Yeyen,B-PER,Yeyen,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
63,Tumera,I-PER,Tumera,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
64,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
65,5,O,5,O,SPORTS,HYBRID,Yes,,,,,,,,
66,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
67,Aples,B-PER,Aples,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
68,Tecuari,I-PER,Tecuari,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
69,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
70,6,O,6,O,SPORTS,HYBRID,Yes,,,,,,,,
71,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
72,Sudiriman,B-PER,Sudiriman,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
73,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
74,7,O,7,O,SPORTS,HYBRID,Yes,,,,,,,,
75,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
76,Widodo,B-PER,Widodo,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
77,Gahyo,I-PER,Gahyo,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
78,Purta,I-PER,Purta,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
79,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
80,8,O,8,O,SPORTS,HYBRID,Yes,,,,,,,,
81,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
82,Ronny,B-PER,Ronny,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
83,Wabia,I-PER,Wabia,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
84,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
85,11,O,11,O,SPORTS,HYBRID,Yes,,,,,,,,
86,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
87,Bima,B-PER,Bima,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
88,Sakti,I-PER,Sakti,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
89,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
90,12,O,12,O,SPORTS,HYBRID,Yes,,,,,,,,
91,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
92,Chris,B-PER,Chris,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
93,Yarangga,I-PER,Yarangga,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
94,(,O,(,O,SPORTS,HYBRID,Yes,,,,,,,,
95,15,O,15,O,SPORTS,HYBRID,Yes,,,,,,,,
96,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
97,Francis,B-PER,Francis,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
98,Wewengken,I-PER,Wewengken,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
99,36,O,36,O,SPORTS,HYBRID,Yes,,,,,,,,
0,),O,),O,SPORTS,HYBRID,Yes,,,,,,,,
1,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
2,16,O,16,O,SPORTS,HYBRID,Yes,,,,,,,,
3,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
4,Marzuki,B-PER,Marzuki,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
5,Badriawan,I-PER,Badriawan,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
6,.,O,.,O,SPORTS,HYBRID,Yes,,,,,,,,
7,,,,,SPORTS,HYBRID,Yes,,,,,,,,
8,South,B-LOC,South,B-LOC,SPORTS,HYBRID,Yes,,,,,,,,
9,Korea,I-LOC,Korea,I-LOC,SPORTS,HYBRID,Yes,,,,,,,,
10,:,O,:,O,SPORTS,HYBRID,Yes,,,,,,,,
11,1,O,1,O,SPORTS,HYBRID,Yes,,,,,,,,
12,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
13,Kim,B-PER,Kim,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
14,Byung,I-PER,Byung,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
15,Ji,I-PER,Ji,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
16,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
17,2,O,2,O,SPORTS,HYBRID,Yes,,,,,,,,
18,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
19,Kim,B-PER,Kim,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
20,Pan,I-PER,Pan,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
21,Keun,I-PER,Keun,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
22,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
23,5,O,5,O,SPORTS,HYBRID,Yes,,,,,,,,
24,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
25,Huh,B-PER,Huh,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
26,Ki,I-PER,Ki,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
27,Tae,I-PER,Tae,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
28,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
29,8,O,8,O,SPORTS,HYBRID,Yes,,,,,,,,
30,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
31,Roh,B-PER,Roh,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
32,Sang,I-PER,Sang,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
33,Rae,I-PER,Rae,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
34,(,O,(,O,SPORTS,HYBRID,Yes,,,,,,,,
35,7,O,7,O,SPORTS,HYBRID,Yes,,,,,,,,
36,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
37,Sin,B-PER,Sin,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
38,Tae,I-PER,Tae,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
39,Yong,I-PER,Yong,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
40,33,O,33,O,SPORTS,HYBRID,Yes,,,,,,,,
41,),O,),O,SPORTS,HYBRID,Yes,,,,,,,,
42,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
43,9,O,9,O,SPORTS,HYBRID,Yes,,,,,,,,
44,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
45,Kim,B-PER,Kim,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
46,Do,I-PER,Do,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
47,Hoon,I-PER,Hoon,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
48,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
49,11,O,11,O,SPORTS,HYBRID,Yes,,,,,,,,
50,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
51,Ko,B-PER,Ko,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
52,Jeong,I-PER,Jeong,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
53,Woon,I-PER,Woon,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
54,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
55,17,O,17,O,SPORTS,HYBRID,Yes,,,,,,,,
56,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
57,Ha,B-PER,Ha,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
58,Seok,I-PER,Seok,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
59,Ju,I-PER,Ju,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
60,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
61,18,O,18,O,SPORTS,HYBRID,Yes,,,,,,,,
62,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
63,Hwang,B-PER,Hwang,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
64,Sun,I-PER,Sun,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
65,Hong,I-PER,Hong,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
66,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
67,22,O,22,O,SPORTS,HYBRID,Yes,,,,,,,,
68,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
69,Lee,B-PER,Lee,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
70,Young,I-PER,Young,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
71,Jin,I-PER,Jin,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
72,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
73,23,O,23,O,SPORTS,HYBRID,Yes,,,,,,,,
74,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
75,Yoo,B-PER,Yoo,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
76,Sang,I-PER,Sang,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
77,Chul,I-PER,Chul,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
78,;,O,;,O,SPORTS,HYBRID,Yes,,,,,,,,
79,24,O,24,O,SPORTS,HYBRID,Yes,,,,,,,,
80,-,O,-,O,SPORTS,HYBRID,Yes,,,,,,,,
81,Kim,B-PER,Kim,B-PER,SPORTS,HYBRID,Yes,,,,,,,,
82,Joo,I-PER,Joo,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
83,Sung,I-PER,Sung,I-PER,SPORTS,HYBRID,Yes,,,,,,,,
84,.,O,.,O,SPORTS,HYBRID,Yes,,,,,,,,
85,,,,,SPORTS,HYBRID,Yes,,,,,,,,
86,-DOCSTART-,O,-DOCSTART-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
87,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
88,SOCCER,O,SOCCER,O,SPORTS,DATA REPORT,Yes,,,,,,,,
89,-,O,-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
90,ISRAELI,B-MISC,ISRAELI,B-MISC,SPORTS,DATA REPORT,Yes,,,,,,,,
91,FIRST,O,FIRST,O,SPORTS,DATA REPORT,Yes,,,,,,,,
92,DIVISION,O,DIVISION,O,SPORTS,DATA REPORT,Yes,,,,,,,,
93,RESULTS,O,RESULTS,O,SPORTS,DATA REPORT,Yes,,,,,,,,
94,/,O,/,O,SPORTS,DATA REPORT,Yes,,,,,,,,
95,STANDINGS,O,STANDINGS,O,SPORTS,DATA REPORT,Yes,,,,,,,,
96,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
97,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
98,JERUSALEM,B-LOC,JERUSALEM,B-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
99,1996-12-07,O,1996-12-07,O,SPORTS,DATA REPORT,Yes,,,,,,,,
0,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
1,Results,O,Results,O,SPORTS,DATA REPORT,Yes,,,,,,,,
2,of,O,of,O,SPORTS,DATA REPORT,Yes,,,,,,,,
3,first,O,first,O,SPORTS,DATA REPORT,Yes,,,,,,,,
4,division,O,division,O,SPORTS,DATA REPORT,Yes,,,,,,,,
5,soccer,O,soccer,O,SPORTS,DATA REPORT,Yes,,,,,,,,
6,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
7,matches,O,matches,O,SPORTS,DATA REPORT,Yes,,,,,,,,
8,played,O,played,O,SPORTS,DATA REPORT,Yes,,,,,,,,
9,over,O,over,O,SPORTS,DATA REPORT,Yes,,,,,,,,
10,the,O,the,O,SPORTS,DATA REPORT,Yes,,,,,,,,
11,weekend,O,weekend,O,SPORTS,DATA REPORT,Yes,,,,,,,,
12,:,O,:,O,SPORTS,DATA REPORT,Yes,,,,,,,,
13,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
14,Zafririm,B-ORG,Zafririm,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
15,Holon,I-ORG,Holon,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
16,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
17,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
18,Petah,I-ORG,Petah,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
19,Tikva,I-ORG,Tikva,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
20,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
21,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
22,Maccabi,B-ORG,Maccabi,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
23,Haifa,I-ORG,Haifa,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
24,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
25,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
26,Taibe,I-ORG,Taibe,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
27,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
28,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
29,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
30,Kfar,I-ORG,Kfar,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
31,Sava,I-ORG,Sava,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
32,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
33,Bnei,B-ORG,Bnei,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
34,Yehuda,I-ORG,Yehuda,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
35,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
36,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
37,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
38,Tel,I-ORG,Tel,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
39,Aviv,I-ORG,Aviv,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
40,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
41,Betar,B-ORG,Betar,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
42,Jerusalem,I-ORG,Jerusalem,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
43,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
44,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
45,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
46,Jerusalem,I-ORG,Jerusalem,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
47,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
48,Maccabi,B-ORG,Maccabi,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
49,Tel,I-ORG,Tel,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
50,Aviv,I-ORG,Aviv,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
51,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
52,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
53,Ironi,B-ORG,Ironi,B-ORG,SPORTS,DATA REPORT,Yes,^,,,,,,,
54,Rishon,I-ORG,Rishon,I-ORG,SPORTS,DATA REPORT,Yes,^,,,,,,,
55,Lezion,I-ORG,Lezion,O,SPORTS,DATA REPORT,No,^,BOUNDARY ERROR,,,,,,
56,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
57,Maccabi,B-ORG,Maccabi,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
58,Herzliya,I-ORG,Herzliya,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
59,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
60,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
61,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
62,Beit,I-ORG,Beit,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
63,She'an,I-ORG,She'an,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
64,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
65,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
66,Beersheba,I-ORG,Beersheba,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
67,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
68,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
69,Maccabi,B-ORG,Maccabi,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
70,Petah,I-ORG,Petah,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
71,Tikva,I-ORG,Tikva,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
72,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
73,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
74,Haifa,I-ORG,Haifa,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
75,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
76,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
77,Standings,O,Standings,O,SPORTS,DATA REPORT,Yes,,,,,,,,
78,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
79,tabulate,O,tabulate,O,SPORTS,DATA REPORT,Yes,,,,,,,,
80,under,O,under,O,SPORTS,DATA REPORT,Yes,,,,,,,,
81,played,O,played,O,SPORTS,DATA REPORT,Yes,,,,,,,,
82,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
83,won,O,won,O,SPORTS,DATA REPORT,Yes,,,,,,,,
84,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
85,drawn,O,drawn,O,SPORTS,DATA REPORT,Yes,,,,,,,,
86,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
87,lost,O,lost,O,SPORTS,DATA REPORT,Yes,,,,,,,,
88,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
89,goals,O,goals,O,SPORTS,DATA REPORT,Yes,,,,,,,,
90,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
91,for,O,for,O,SPORTS,DATA REPORT,Yes,,,,,,,,
92,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
93,against,O,against,O,SPORTS,DATA REPORT,Yes,,,,,,,,
94,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
95,points,O,points,O,SPORTS,DATA REPORT,Yes,,,,,,,,
96,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
97,:,O,:,O,SPORTS,DATA REPORT,Yes,,,,,,,,
98,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
99,Betar,B-ORG,Betar,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
0,Jerusalem,I-ORG,Jerusalem,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
1,12,O,12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
2,10,O,10,O,SPORTS,DATA REPORT,Yes,,,,,,,,
3,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
4,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
5,28,O,28,O,SPORTS,DATA REPORT,Yes,,,,,,,,
6,7,O,7,O,SPORTS,DATA REPORT,Yes,,,,,,,,
7,32,O,32,O,SPORTS,DATA REPORT,Yes,,,,,,,,
8,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
9,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
10,Petah,I-ORG,Petah,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
11,Tikva,I-ORG,Tikva,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
12,12,O,12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
13,9,O,9,O,SPORTS,DATA REPORT,Yes,,,,,,,,
14,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
15,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
16,27,O,27,O,SPORTS,DATA REPORT,Yes,,,,,,,,
17,13,O,13,O,SPORTS,DATA REPORT,Yes,,,,,,,,
18,29,O,29,O,SPORTS,DATA REPORT,Yes,,,,,,,,
19,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
20,Hapoel,B-ORG,Hapoel,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
21,Beersheba,I-ORG,Beersheba,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
22,12,O,12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
23,8,O,8,O,SPORTS,DATA REPORT,Yes,,,,,,,,
24,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
25,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
26,18,O,18,O,SPORTS,DATA REPORT,Yes,,,,,,,,
27,9,O,9,O,SPORTS,DATA REPORT,Yes,,,,,,,,
28,24,O,24,O,SPORTS,DATA REPORT,Yes,,,,,,,,
29,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
30,Maccabi,B-ORG,Maccabi,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
31,Tel,I-ORG,Tel,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
32,Aviv,I-ORG,Aviv,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
33,12,O,12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
34,6,O,6,O,SPORTS,DATA REPORT,Yes,,,,,,,,
35,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
36,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
37,21,O,21,O,SPORTS,DATA REPORT,Yes,,,,,,,,
38,14,O,14,O,SPORTS,DATA REPORT,Yes,,,,,,,,
39,22,O,22,O,SPORTS,DATA REPORT,Yes,,,,,,,,
40,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
41,Maccabi,B-ORG,Maccabi,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
42,Petah,I-ORG,Petah,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
43,Tikva,I-ORG,Tikva,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
44,12,O,12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
45,6,O,6,O,SPORTS,DATA REPORT,Yes,,,,,,,,
46,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
47,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
48,14,O,14,O,SPORTS,DATA REPORT,Yes,,,,,,,,
49,12,O,12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
50,20,O,20,O,SPORTS,DATA REPORT,Yes,,,,,,,,
51,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
52,Bnei,B-ORG,Bnei,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
53,Yehuda,I-ORG,Yehuda,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
54,12,O,12,O,SPORTS,DATA REPORT,Yes,,,,,,,,
55,6,O,6,O,SPORTS,DATA REPORT,Yes,,,,,,,,
56,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
57,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
58,15,O,15,O,SPORTS,DATA REPORT,Yes,,,,,,,,
59,15,O,15,O,SPORTS,DATA REPORT,Yes,,,,,,,,
