row_mod,text,conll#,text,xlmr_outputs,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated issue,,,
64,Watsonians,B-ORG,Watsonians,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
65,35,O,35,O,SPORTS,DATA REPORT,Yes,,,,,,,,
66,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
67,-DOCSTART-,O,-DOCSTART-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
68,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
69,SOCCER,O,SOCCER,O,SPORTS,DATA REPORT,Yes,,,,,,,,
70,-,O,-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
71,SCOTTISH,B-MISC,SCOTTISH,B-MISC,SPORTS,DATA REPORT,Yes,,,,,,,,
72,PREMIER,O,PREMIER,O,SPORTS,DATA REPORT,Yes,,,,,,,,
73,DIVISION,O,DIVISION,O,SPORTS,DATA REPORT,Yes,,,,,,,,
74,SUMMARIES,O,SUMMARIES,O,SPORTS,DATA REPORT,Yes,,,,,,,,
75,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
76,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
77,GLASGOW,B-LOC,GLASGOW,B-LOC,SPORTS,DATA REPORT,Yes,,,,,,,,
78,1996-12-07,O,1996-12-07,O,SPORTS,DATA REPORT,Yes,,,,,,,,
79,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
80,Summaries,O,Summaries,O,SPORTS,DATA REPORT,Yes,,,,,,,,
81,of,O,of,O,SPORTS,DATA REPORT,Yes,,,,,,,,
82,Scottish,B-MISC,Scottish,B-MISC,SPORTS,DATA REPORT,Yes,,,,,,,,
83,premier,O,premier,O,SPORTS,DATA REPORT,Yes,,,,,,,,
84,division,O,division,O,SPORTS,DATA REPORT,Yes,,,,,,,,
85,matches,O,matches,O,SPORTS,DATA REPORT,Yes,,,,,,,,
86,played,O,played,O,SPORTS,DATA REPORT,Yes,,,,,,,,
87,on,O,on,O,SPORTS,DATA REPORT,Yes,,,,,,,,
88,Saturday,O,Saturday,O,SPORTS,DATA REPORT,Yes,,,,,,,,
89,:,O,:,O,SPORTS,DATA REPORT,Yes,,,,,,,,
90,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
91,Dunfermline,B-ORG,Dunfermline,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
92,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
93,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
94,Millar,B-PER,Millar,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
95,43,O,43,O,SPORTS,DATA REPORT,Yes,,,,,,,,
96,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
97,46,O,46,O,SPORTS,DATA REPORT,Yes,,,,,,,,
98,penalty,O,penalty,O,SPORTS,DATA REPORT,Yes,,,,,,,,
99,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
0,Aberdeen,B-ORG,Aberdeen,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
1,3,O,3,O,SPORTS,DATA REPORT,Yes,,,,,,,,
2,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
3,Miller,B-PER,Miller,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
4,10,O,10,O,SPORTS,DATA REPORT,Yes,,,,,,,,
5,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
6,Rowson,B-PER,Rowson,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
7,55,O,55,O,SPORTS,DATA REPORT,Yes,,,,,,,,
8,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
9,Windass,B-PER,Windass,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
10,78,O,78,O,SPORTS,DATA REPORT,Yes,,,,,,,,
11,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
12,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
13,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
14,Halftime,O,Halftime,O,SPORTS,DATA REPORT,Yes,,,,,,,,
15,1-1,O,1-1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
16,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
17,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
18,Attendance,O,Attendance,O,SPORTS,DATA REPORT,Yes,,,,,,,,
19,:,O,:,O,SPORTS,DATA REPORT,Yes,,,,,,,,
20,"5,465",O,"5,465",O,SPORTS,DATA REPORT,Yes,,,,,,,,
21,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
22,Hearts,B-ORG,Hearts,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
23,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
24,Raith,B-ORG,Raith,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
25,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
26,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
27,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
28,"10,719",O,"10,719",O,SPORTS,DATA REPORT,Yes,,,,,,,,
29,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
30,Kilmarnock,B-ORG,Kilmarnock,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
31,0,O,0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
32,Dundee,B-ORG,Dundee,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
33,United,I-ORG,United,I-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
34,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
35,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
36,Olafsson,B-PER,Olafsson,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
37,22,O,22,O,SPORTS,DATA REPORT,Yes,,,,,,,,
38,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
39,51,O,51,O,SPORTS,DATA REPORT,Yes,,,,,,,,
40,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
41,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
42,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
43,0-1,O,0-1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
44,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
45,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
46,"5,812",O,"5,812",O,SPORTS,DATA REPORT,Yes,,,,,,,,
47,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
48,Motherwell,B-ORG,Motherwell,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
49,2,O,2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
50,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
51,Davies,B-PER,Davies,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
52,39,O,39,O,SPORTS,DATA REPORT,Yes,,,,,,,,
53,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
54,Ross,B-PER,Ross,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
55,89,O,89,O,SPORTS,DATA REPORT,Yes,,,,,,,,
56,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
57,Celtic,B-ORG,Celtic,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
58,1,O,1,O,SPORTS,DATA REPORT,Yes,,,,,,,,
59,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
60,Hay,B-PER,Hay,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
61,83,O,83,O,SPORTS,DATA REPORT,Yes,,,,,,,,
62,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
63,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
64,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
65,1-0,O,1-0,O,SPORTS,DATA REPORT,Yes,,,,,,,,
66,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
67,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
68,"11,589",O,"11,589",O,SPORTS,DATA REPORT,Yes,,,,,,,,
69,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
70,Rangers,B-ORG,Rangers,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
71,4,O,4,O,SPORTS,DATA REPORT,Yes,,,,,,,,
72,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
73,Ferguson,B-PER,Ferguson,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
74,34,O,34,O,SPORTS,DATA REPORT,Yes,,,,,,,,
75,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
76,McCoist,B-PER,McCoist,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
77,71,O,71,O,SPORTS,DATA REPORT,Yes,,,,,,,,
78,74,O,74,O,SPORTS,DATA REPORT,Yes,,,,,,,,
79,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
80,Laudrup,B-PER,Laudrup,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
81,83,O,83,O,SPORTS,DATA REPORT,Yes,,,,,,,,
82,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
83,Hibernian,B-ORG,Hibernian,B-ORG,SPORTS,DATA REPORT,Yes,,,,,,,,
84,3,O,3,O,SPORTS,DATA REPORT,Yes,,,,,,,,
85,(,O,(,O,SPORTS,DATA REPORT,Yes,,,,,,,,
86,Wright,B-PER,Wright,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
87,21,O,21,O,SPORTS,DATA REPORT,Yes,,,,,,,,
88,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
89,Jackson,B-PER,Jackson,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
90,41,O,41,O,SPORTS,DATA REPORT,Yes,,,,,,,,
91,",",O,",",O,SPORTS,DATA REPORT,Yes,,,,,,,,
92,McGinlay,B-PER,McGinlay,B-PER,SPORTS,DATA REPORT,Yes,,,,,,,,
93,86,O,86,O,SPORTS,DATA REPORT,Yes,,,,,,,,
94,),O,),O,SPORTS,DATA REPORT,Yes,,,,,,,,
95,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
96,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
97,1-2,O,1-2,O,SPORTS,DATA REPORT,Yes,,,,,,,,
98,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
99,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
0,"48,053",O,"48,053",O,SPORTS,DATA REPORT,Yes,,,,,,,,
1,.,O,.,O,SPORTS,DATA REPORT,Yes,,,,,,,,
2,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
3,-DOCSTART-,O,-DOCSTART-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,RUGBY,B-ORG,RUGBY,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,UNION,I-ORG,UNION,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,-,O,-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,RETIRING,O,RETIRING,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,CAMPESE,B-PER,CAMPESE,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,WEIGHS,O,WEIGHS,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,UP,O,UP,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,OPTIONS,O,OPTIONS,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,LONDON,B-LOC,LONDON,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,1996-12-07,O,1996-12-07,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,David,B-PER,David,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,Campese,I-PER,Campese,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,will,O,will,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,consider,O,consider,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,offers,O,offers,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,club,O,club,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,rugby,O,rugby,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,looks,O,looks,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,more,O,more,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,likely,O,likely,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,spend,O,spend,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,next,O,next,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,chasing,O,chasing,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,business,O,business,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,opportunities,O,opportunities,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,Australia,B-LOC,Australia,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,The,O,The,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,34-year-old,O,34-year-old,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,winger,O,winger,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,played,O,played,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,his,O,his,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,final,O,final,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,game,O,game,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,Wallaby,B-ORG,Wallaby,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,jersey,O,jersey,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,Saturday,O,Saturday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,currently,O,currently,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,target,O,target,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,clubs,O,clubs,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,eager,O,eager,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,match,O,match,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,London,B-LOC,London,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,side,O,side,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,Saracens,B-ORG,Saracens,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,have,O,have,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,already,O,already,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,snapped,O,snapped,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,up,O,up,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,Francois,B-PER,Francois,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,Pienaar,I-PER,Pienaar,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,Michael,B-PER,Michael,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,Lynagh,I-PER,Lynagh,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,Philippe,B-PER,Philippe,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,Sella,I-PER,Sella,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,If,O,If,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,opportunity,O,opportunity,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,there,O,there,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,'d,O,'d,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,obviously,O,obviously,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,think,O,think,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,about,O,about,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,it,O,it,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,thing,O,thing,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,that,O,that,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,holds,O,holds,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,me,O,me,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,back,O,back,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,business,O,business,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,Campese,B-PER,Campese,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,'d,O,'d,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,like,O,like,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,come,O,come,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,over,O,over,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,there,O,there,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,lot,O,lot,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,things,O,things,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,happening,O,happening,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,at,O,at,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,home,O,home,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,'ve,O,'ve,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,also,O,also,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,got,O,got,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,contract,O,contract,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,New,B-ORG,New,B-LOC,SPORTS,TEXT ARTICLE,No,^,TYPE ERROR,,,,,,
42,South,I-ORG,South,I-LOC,SPORTS,TEXT ARTICLE,No,^,TYPE ERROR,,,,,,
43,Wales,I-ORG,Wales,I-LOC,SPORTS,TEXT ARTICLE,No,^,TYPE ERROR,,ORG > LOC,,,,
44,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,Super,B-MISC,Super,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,12,I-MISC,12,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,next,O,next,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,Former,O,Former,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,Wallaby,B-ORG,Wallaby,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,captain,O,captain,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,Nick,B-PER,Nick,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,Farr-Jones,I-PER,Farr-Jones,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,believes,O,believes,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,Campese,B-PER,Campese,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,may,O,may,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,yet,O,yet,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,tempted,O,tempted,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,'m,O,'m,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,sure,O,sure,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,there,O,there,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,few,O,few,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,people,O,people,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,'d,O,'d,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,delighted,O,delighted,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,have,O,have,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,David,B-PER,David,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,Campese,I-PER,Campese,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,their,O,their,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,club,O,club,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,'s,O,'s,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,jersey,O,jersey,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,,,,,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,-DOCSTART-,O,-DOCSTART-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
99,,,,,SPORTS,DATA REPORT,Yes,,,,,,,,
0,SOCCER,O,SOCCER,O,SPORTS,DATA REPORT,Yes,,,,,,,,
1,-,O,-,O,SPORTS,DATA REPORT,Yes,,,,,,,,
2,ENGLISH,B-MISC,ENGLISH,B-MISC,SPORTS,DATA REPORT,Yes,,,,,,,,
3,PREMIER,O,PREMIER,O,SPORTS,DATA REPORT,Yes,,,,,,,,
4,LEAGUE,O,LEAGUE,O,SPORTS,DATA REPORT,Yes,,,,,,,,
5,SUMMARIES,O,SUMMARIES,O,SPORTS,DATA REPORT,Yes,,,,,,,,
