row_mod,text,conll#,text,asp_output,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated_issue,,,
80,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,university,O,university,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,campuses,O,campuses,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,demanded,O,demanded,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,details,O,details,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,punishment,O,punishment,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,policemen,O,policemen,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,who,O,who,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,allegedly,O,allegedly,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,manhandled,O,manhandled,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,some,O,some,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,students,O,students,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,at,O,at,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,October,O,October,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,brawl,O,brawl,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,published,O,published,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,newspapers,O,newspapers,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,RUGBY,B-ORG,RUGBY,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,UNION,I-ORG,UNION,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,-,O,-,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,RETIRING,O,RETIRING,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,CAMPESE,B-PER,CAMPESE,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,WEIGHS,O,WEIGHS,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,UP,O,UP,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,OPTIONS,O,OPTIONS,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,LONDON,B-LOC,LONDON,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,1996-12-07,O,1996-12-07,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,David,B-PER,David,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,Campese,I-PER,Campese,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,will,O,will,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,consider,O,consider,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,offers,O,offers,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,club,O,club,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,rugby,O,rugby,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,looks,O,looks,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,more,O,more,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,likely,O,likely,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,spend,O,spend,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,next,O,next,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,chasing,O,chasing,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,business,O,business,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,opportunities,O,opportunities,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,Australia,B-LOC,Australia,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,The,O,The,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,34-year-old,O,34-year-old,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,winger,O,winger,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,played,O,played,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,his,O,his,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,final,O,final,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
49,game,O,game,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,Wallaby,B-ORG,Wallaby,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,jersey,O,jersey,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,on,O,on,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,Saturday,O,Saturday,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,currently,O,currently,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,target,O,target,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,clubs,O,clubs,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,eager,O,eager,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,match,O,match,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,London,B-LOC,London,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,side,O,side,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,Saracens,B-ORG,Saracens,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,have,O,have,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,already,O,already,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,snapped,O,snapped,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,up,O,up,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,Francois,B-PER,Francois,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,Pienaar,I-PER,Pienaar,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,Michael,B-PER,Michael,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,Lynagh,I-PER,Lynagh,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,and,O,and,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,Philippe,B-PER,Philippe,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,Sella,I-PER,Sella,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,If,O,If,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,opportunity,O,opportunity,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,there,O,there,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,'d,O,'d,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
91,obviously,O,obviously,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
92,think,O,think,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
93,about,O,about,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
94,it,O,it,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
95,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
96,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
97,thing,O,thing,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
98,that,O,that,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
99,holds,O,holds,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
0,me,O,me,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
1,back,O,back,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
2,is,O,is,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
3,business,O,business,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
4,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
5,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
6,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
7,Campese,B-PER,Campese,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
8,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
9,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
10,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
11,'d,O,'d,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
12,like,O,like,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
13,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
14,come,O,come,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
15,over,O,over,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
16,but,O,but,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
17,there,O,there,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
18,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
19,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
20,lot,O,lot,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
21,of,O,of,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
22,things,O,things,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
23,happening,O,happening,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
24,at,O,at,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
25,home,O,home,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
26,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
27,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
28,'ve,O,'ve,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
29,also,O,also,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
30,got,O,got,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
31,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
32,contract,O,contract,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
33,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
34,play,O,play,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
35,for,O,for,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
36,New,B-ORG,New,B-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
37,South,I-ORG,South,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
38,Wales,I-ORG,Wales,I-ORG,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
39,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
40,the,O,the,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
41,Super,B-MISC,Super,B-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
42,12,I-MISC,12,I-MISC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
43,next,O,next,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
44,year,O,year,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
45,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
46,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
47,Former,O,Former,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
48,Wallaby,B-ORG,Wallaby,B-MISC,SPORTS,TEXT ARTICLE,No,^,TYPE ERROR,,ORG > MISC,,,,
49,captain,O,captain,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
50,Nick,B-PER,Nick,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
51,Farr-Jones,I-PER,Farr-Jones,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
52,believes,O,believes,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
53,Campese,B-PER,Campese,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
54,may,O,may,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
55,yet,O,yet,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
56,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
57,tempted,O,tempted,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
58,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
59,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
60,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
61,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
62,I,O,I,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
63,'m,O,'m,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
64,sure,O,sure,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
65,there,O,there,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
66,are,O,are,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
67,a,O,a,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
68,few,O,few,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
69,people,O,people,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
70,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
71,England,B-LOC,England,B-LOC,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
72,who,O,who,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
73,'d,O,'d,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
74,be,O,be,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
75,delighted,O,delighted,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
76,to,O,to,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
77,have,O,have,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
78,David,B-PER,David,B-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
79,Campese,I-PER,Campese,I-PER,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
80,in,O,in,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
81,their,O,their,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
82,club,O,club,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
83,'s,O,'s,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
84,jersey,O,jersey,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
85,",",O,",",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
86,"\""",O,"\""",O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
87,he,O,he,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
88,said,O,said,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
89,.,O,.,O,SPORTS,TEXT ARTICLE,Yes,,,,,,,,
90,Bomb,O,Bomb,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,explodes,O,explodes,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,outside,O,outside,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,home,O,home,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,expelled,O,expelled,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,Slovak,B-MISC,Slovak,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,MP,O,MP,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,BRATISLAVA,B-LOC,BRATISLAVA,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,1996-12-06,O,1996-12-06,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,A,O,A,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,bomb,O,bomb,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,exploded,O,exploded,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,Friday,O,Friday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,outside,O,outside,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,home,O,home,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,Slovak,B-MISC,Slovak,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,politician,O,politician,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,expelled,O,expelled,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,from,O,from,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,parliament,O,parliament,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,after,O,after,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,quit,O,quit,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,ruling,O,ruling,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,party,O,party,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,complaining,O,complaining,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,lack,O,lack,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,democracy,O,democracy,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,country,O,country,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,The,O,The,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,official,O,official,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,TASR,B-ORG,TASR,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,news,O,news,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,agency,O,agency,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,explosion,O,explosion,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,blew,O,blew,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,out,O,out,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,all,O,all,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,ground,O,ground,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,floor,O,floor,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,windows,O,windows,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,Frantisek,B-PER,Frantisek,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,Gaulieder,I-PER,Gaulieder,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,family,O,family,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,home,O,home,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,Galanta,B-LOC,Galanta,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,western,O,western,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,Slovakia,B-LOC,Slovakia,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,damaged,O,damaged,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,main,O,main,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,entrance,O,entrance,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,but,O,but,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,no-one,O,no-one,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,injured,O,injured,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,Gaulieder,B-PER,Gaulieder,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,formerly,O,formerly,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,member,O,member,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,Prime,O,Prime,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,Minister,O,Minister,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,Vladimir,B-PER,Vladimir,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,Meciar,I-PER,Meciar,I-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,ruling,O,ruling,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,Movement,B-ORG,Movement,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,for,I-ORG,for,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,a,I-ORG,a,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,Democratic,I-ORG,Democratic,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,Slovakia,I-ORG,Slovakia,I-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,stripped,O,stripped,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,his,O,his,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,parliamentary,O,parliamentary,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,mandate,O,mandate,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,Wednesday,O,Wednesday,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,after,O,after,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,leaving,O,leaving,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
